Domanda,Testo,Stralcio,Repertorio
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,tr gli educ e i psicologi,tr gli educ e i psicologi,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"dalle-pers-deten, dagli-avvisi 
","dalle-pers-deten, dagli-avvisi 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,da-comp-di-cella quasi maggior-parte,da-comp-di-cella quasi maggior-parte,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,un appuntato di-sezione,un appuntato di-sezione,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"frequentav-scuo-med mentre scontavo-la-pena e cosi ho-saputo per le attiv all-int dell' istituto 
","frequentav-scuo-med mentre scontavo-la-pena e cosi ho-saputo per le attiv all-int dell' istituto 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ne-ho-sent-parlare e ne-ho-visti qui nell-istituto 
","ne-ho-sent-parlare e ne-ho-visti qui nell-istituto 
",GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"mi-ha-inf il mio-comp 
","mi-ha-inf il mio-comp 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"dalle-altre-deten 
","dalle-altre-deten 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"essendo che mi-trovo tanti-anni in-questo-luogo, ho-sent-parlare di-queste-cose spesso","essendo che mi-trovo tanti-anni in-questo-luogo,",GIUSTIFICAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"essendo che mi-trovo tanti-anni in-questo-luogo, ho-sent-parlare di-queste-cose spesso","ho-sent-parlare di-queste-cose spesso
",GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr le comp-che-freq queste-attiv 
","tr le comp-che-freq queste-attiv 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr le mie comp 
","tr le mie comp 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"me-l-ha-detto una-comp 
","me-l-ha-detto una-comp 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"per il tempo-ho-trasc in-carc 
","per il tempo-ho-trasc in-carc 
",COMMENTO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"stando dentro-il-carc 
","stando dentro-il-carc 
",COMMENTO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr-i-deten, il mediatore-culturale, l' avvocato 
","tr-i-deten, il mediatore-culturale, l' avvocato 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"per logica-naturale, dato-che mi-trovo deten in-un-contesto-div","per logica-naturale, 
",SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"per logica-naturale, dato-che mi-trovo deten in-un-contesto-div",dato-che mi-trovo deten in-un-contesto-div,GIUDIZIO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,le mie-comp ,le mie-comp ,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,tr un comp-di-cella,tr un comp-di-cella,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"voci-di-corridoio anche tanta-esp 
","voci-di-corridoio anche tanta-esp 
",OPINIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"l' ho-visto io perche sono-qui da-anni 
","l' ho-visto io perche sono-qui da-anni 
",GIUSTIFICAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"voci-di-corridoio fra-deten 
","voci-di-corridoio fra-deten 
",SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"all-int-del carcere 
","all-int-del carcere 
",GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,esp ,esp ,OPINIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ness-tipo-di-info 
","ness-tipo-di-info 
",SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ness-tipo-di-info 
","ness-tipo-di-info 
",SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"non-sono-stato-inf 
","non-sono-stato-inf 
",SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"parl-dentro 
","parl-dentro 
",GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"xche-li-ho-fatti 
","xche-li-ho-fatti 
",GIUSTIFICAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"voce-di-corridoio 
","voce-di-corridoio 
",SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr cont con il sert e operatori 
","tr cont con il sert e operatori 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ne-sono a-conosc qui in-carc,ne-sono a-conosc qui in-carc,GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr-gli-altri-deten 
","tr-gli-altri-deten 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-sent-parlarne e ho-seguito qui in-carc,ho-sent-parlarne e ho-seguito qui in-carc,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,un-po' alla-volta,un-po' alla-volta,GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-sent-parlarne,ho-sent-parlarne,GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"per-quel-che-riguard le alternative elencate nella-domanda-prec abbiamo partecipato a delle attiv-culturali e attiv-religiose 
","per-quel-che-riguard le alternative elencate nella-domanda-prec abbiamo partecipato a delle attiv-culturali e attiv-religiose 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"siamo-informati per l' istruzione, le attiv-culturali la religione, per la famig e per molte-altre-cose 
","siamo-informati per l' istruzione, le attiv-culturali la religione, per la famig e per molte-altre-cose 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"volontari, educatrici, la scuola","volontari, educatrici, la scuola",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,deten,deten,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ho-conosciuto l' educ, altre le ho-conosciute dai miei","ho-conosciuto l' educ, altre le ho-conosciute dai miei",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tr psicologo, psichiatra, famig, amici","tr psicologo, psichiatra, famig, amici",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,dai volontari e psicologa,dai volontari e psicologa,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"la psicologa 
","la psicologa 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ho-saputo trattam-rieduc primo dai-miei-genitori dopo attiv-scolast
","ho-saputo trattam-rieduc primo dai-miei-genitori dopo attiv-scolast
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"psicologo, educatrici, assist-sociale, tra gli amici (altri-deten), assist-sociale 
","psicologo, educatrici, assist-sociale, tra gli amici (altri-deten), assist-sociale 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"per-me e la-prima-volta quindi adesso cerco-di-imparare sempre per il prossimo 
","per-me e la-prima-volta quindi adesso cerco-di-imparare sempre per il prossimo 
",SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"le ho-sentite alcune da-deten-come-me e altre da educatrici e volontarie 
","le ho-sentite alcune da-deten-come-me e altre da educatrici e volontarie 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"oltre-alle attiv-lavorative svolte-da-me-pers, le altre-info tr altri-deten 
","oltre-alle attiv-lavorative svolte-da-me-pers, le altre-info tr altri-deten 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"primo come la-mia-situazione sono di tipo sociale quasi educ-con-tutti stavo-partecipando per alcuni-corsi tipo (computer, teatro ecc) vuole dire-che avevo-alc-cont con altre-pers-per-bene 
","primo come la-mia-situazione sono di tipo sociale quasi educ-con-tutti stavo-partecipando per alcuni-corsi tipo (computer, teatro ecc) vuole dire-che avevo-alc-cont con altre-pers-per-bene 
",GIUDIZIO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,con-la-domandina e con l avviso dentro-al carcere,con-la-domandina e con l avviso dentro-al carcere,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"secondo-me, tutto-questo","secondo-me, tutto-questo",NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,dalla esp-nella-prig,dalla esp-nella-prig,GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ho-av-l-info dai-deten che si-trovano con-me 
","ho-av-l-info dai-deten che si-trovano con-me 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"da quelli-che-sono-qui, 
quelli-da-tanto-temp qui 
","da quelli-che-sono-qui, 
quelli-da-tanto-temp qui 
",GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,vedo che ci sono rapp-con-mia-famig,vedo che ci sono rapp-con-mia-famig,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,non-ho-l-info,non-ho-l-info,SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"l-ho-saputo attr-la-tv e la 
mag-parte-vita in-carc 
","l-ho-saputo attr-la-tv e la 
mag-parte-vita in-carc 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,dalla-tv,dalla-tv,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,l-ho-vista,l-ho-vista,GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,le-avevo-viste,le-avevo-viste,GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ho-av-l-info della presenza dell' opport-di-trattam per-esempio i colloqui con le pers-si-occupano durante i giorni che passano all-int dell' ist-di-pena
","ho-av-l-info della presenza dell' opport-di-trattam per-esempio i colloqui con le pers-si-occupano durante i giorni che passano all-int dell' ist-di-pena
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-visto una altra-pers-lavora,ho-visto una altra-pers-lavora,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,attr una comp-di-carc,attr una comp-di-carc,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,perche parlo-con-le-pers e xche-lavoro,perche parlo-con-le-pers e xche-lavoro,SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"cerco-parl-con-tut, lavoro, cerco-di-imparare tante-cose 
","cerco-parl-con-tut, lavoro, cerco-di-imparare tante-cose 
",SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-sent dalle-altre-deten e ho-visto,ho-sent dalle-altre-deten e ho-visto,GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-visto con-i-miei-occhi,ho-visto con-i-miei-occhi,GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,lavoro e parlare,lavoro e parlare,SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"dalla-mia-esp, e quello-che-ho-visto dalle-altre-pers, che sono insieme-con me 
","dalla-mia-esp, e quello-che-ho-visto dalle-altre-pers, che sono insieme-con me 
",SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"attr gli uffici, nella bacheca","attr gli uffici, nella bacheca",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ne-ho-sent-parlare da pers-veniv-alt-car e anche perche le-ho-viste 
","ne-ho-sent-parlare da pers-veniv-alt-car e anche perche le-ho-viste 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tutto-quello che ho sottolineato di-sopra, oppure ho-sent e ho-visto da alt-lav-x-far-sold, e per-passare-il-tempo penso sia cosi,","tutto-quello che ho sottolineato di-sopra, oppure ho-sent e ho-visto",SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"tutto-quello che ho sottolineato di-sopra, oppure ho-sent e ho-visto da alt-lav-x-far-sold, e per-passare-il-tempo penso sia cosi,","da alt-lav-x-far-sold, e per-passare-il-tempo penso sia cosi,",OPINIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,perche qui-in-prig dicevano che quella cosa esiste,perche qui-in-prig dicevano che quella cosa esiste,SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,perche siamo in-cont?,perche siamo in-cont?,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,dagli-altri-deten,dagli-altri-deten,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"per-alcune delle-opport ne-ho parlarne ma 
non-le-ho mai-viste-in-atto 
","per-alcune delle-opport ne-ho parlarne ma 
non-le-ho mai-viste-in-atto 
",CONTRAPPOSIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ho-seguito all-int dell' istituto e mi-sono-comp-bene ma le leggi-non-funz-bene 
","ho-seguito all-int dell' istituto e mi-sono-comp-bene ma le leggi-non-funz-bene 
",GIUDIZIO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ne-sono-a-conosc perche ho-lavorato,ne-sono-a-conosc perche ho-lavorato,GIUSTIFICAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-gia-lavorato in-prig e continuo-a-studiare,ho-gia-lavorato in-prig e continuo-a-studiare,SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"qui in-carc sto-beneficiando della possib-di-istruzione, per-quel-che-riguarda le altre opport ne parl-con-alt-deten. ","qui in-carc sto-beneficiando della possib-di-istruzione,",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"qui in-carc sto-beneficiando della possib-di-istruzione, per-quel-che-riguarda le altre opport ne parl-con-alt-deten. ","per-quel-che-riguarda le altre opport ne parl-con-alt-deten. 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"domandando-a-scuola che ho-frequentato, agli-assist-volontari e ass-sociali 
","domandando-a-scuola che ho-frequentato, agli-assist-volontari e ass-sociali 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,chiedendo-all-agente,chiedendo-all-agente,GENERALIZZAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-visto,ho-visto,SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"sono-stato che negli-altri-istituti offrono-di-piu in-termini-di attiv-rieducazione, lavoro. 
","sono-stato che negli-altri-istituti offrono-di-piu in-termini-di attiv-rieducazione, lavoro. 
",VALUTAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,di tutto-ci? qui esiste-poco-niente,di tutto-ci? qui esiste-poco-niente,VALUTAZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,fin-adesso non-occ-partec-ness di queste-attiv,fin-adesso non-occ-partec-ness di queste-attiv,COMMENTO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,cercano-di-spiegar qualcosa,cercano-di-spiegar qualcosa,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"di tutte queste-opport sono-venuto-con qui in-carc 
","di tutte queste-opport sono-venuto-con qui in-carc 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,manca-lav-all-int dell' istituto,manca-lav-all-int dell' istituto,COMMENTO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,cerco-di-spiegare qualcosa,cerco-di-spiegare qualcosa,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,cerco-di-spiegare,cerco-di-spiegare,NON RISPOSTA
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,non-sono-stato-inf di-queste-opport,non-sono-stato-inf di-queste-opport,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,non-ho-ness-info perche non-ci-sono,non-ho-ness-info perche non-ci-sono,SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,siamo-poco-informati su queste-opport,siamo-poco-informati su queste-opport,COMMENTO
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,non-lo-so,non-lo-so,SANCIRE LA REALTÀ
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"ho-sent-dire gli altri-deten 
","ho-sent-dire gli altri-deten 
",DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,ho-sent-dire gli-altri qui in-carc,ho-sent-dire gli-altri qui in-carc,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,"perche ho-lavorato tutto-il-tempo che sono in-carc 
","perche ho-lavorato tutto-il-tempo che sono in-carc 
",OPINIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,me-l-ha-detto un appuntato durante-ora-d-aria,me-l-ha-detto un appuntato durante-ora-d-aria,DESCRIZIONE
Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,dagli-altri-deten,dagli-altri-deten,DESCRIZIONE
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",non uso,non uso,NON RISPOSTA
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",lo descrivo molto male perchè quella strada di rovina,lo descrivo molto male,GIUDIZIO
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",lo descrivo molto male perchè quella strada di rovina,perchè quella strada di rovina,PREVISIONE
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",non consumo nulla in carcere,non consumo nulla in carcere,NON RISPOSTA
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",no,no,NON RISPOSTA
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",non ho esper con le stesse,non ho esper con le stesse,NON RISPOSTA
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",non ne faccio uso,non ne faccio uso,NON RISPOSTA
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",malato,malato,GIUDIZIO
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",non ho in carcere e non so risposta,non ho in carcere,GIUSTIFICAZIONE
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",non ho in carcere e non so risposta,e non so risposta,CONTRAPPOSIZIONE
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",diversi,diversi,GIUDIZIO
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",non mio genere,non mio genere,GIUSTIFICAZIONE
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",non ne faccio uso,non ne faccio uso,NON RISPOSTA
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",non merita niente,non merita niente,GIUDIZIO
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",non le uso,non le uso,NON RISPOSTA
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",niente merita d'essere detto e l'importanza perchè è una cosa normale,niente merita d'essere detto e l'importanza,GENERALIZZAZIONE
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",niente merita d'essere detto e l'importanza perchè è una cosa normale,perchè è una cosa normale,GIUDIZIO
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",come detto in precedenza sono circa quattordici o quindici anni che non consumo assolut nulla,come detto in precedenza,RIDIMENSIONAMENTO
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",come detto in precedenza sono circa quattordici o quindici anni che non consumo assolut nulla,sono circa quattordici o quindici anni che non consumo assolut nulla,DESCRIZIONE
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",gli psicofarmaci ti rovinano pure l'alcool,gli psicofarmaci ti rovinano,GENERALIZZAZIONE
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",gli psicofarmaci ti rovinano pure l'alcool,pure l'alcool,CONFERMA
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",male,male,GIUDIZIO
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",sono matto,sono matto,GIUDIZIO
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",dipendenti,dipendenti,GIUDIZIO
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?","primo voglio dire la prevenzione meglio della cura, tutto ciò che danneggia corpo non è una cura","primo voglio dire la prevenzione meglio della cura,",RIDIMENSIONAMENTO
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?","primo voglio dire la prevenzione meglio della cura, tutto ciò che danneggia corpo non è una cura",tutto ciò che danneggia corpo non è una cura,GENERALIZZAZIONE
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",non bene fare suo,non bene fare suo,GIUDIZIO
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",non ne faccio uso,non ne faccio uso,NON RISPOSTA
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",normale,normale,GIUDIZIO
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",bene,bene,GIUDIZIO
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",bene,bene,GIUDIZIO
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",non ne faccio uso e non voglio usare,non ne faccio uso,NON RISPOSTA
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",non ne faccio uso e non voglio usare,e non voglio usare,DICHIARAZIONE DI INTENTI
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",non lo so,non lo so,SANCIRE LA REALTÀ
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",ci sono delle ragion che ti fanno scegl q,ci sono delle ragion che ti fanno scegl q,CAUSA
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",una persona anormale,una persona anormale,GIUDIZIO
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?","qui la cura con medicinali, tutto è ottimo e i detenuti possono prendere questi medicinali","qui la cura con medicinali,",NON RISPOSTA
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?","qui la cura con medicinali, tutto è ottimo e i detenuti possono prendere questi medicinali",tutto è ottimo,GIUDIZIO
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?","qui la cura con medicinali, tutto è ottimo e i detenuti possono prendere questi medicinali",e i detenuti possono prendere questi medicinali,NON RISPOSTA
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",non c'è niente,non c'è niente,NON RISPOSTA
"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",distrugge salute,distrugge salute,GENERALIZZAZIONE
