Domanda,Testo,Stralcio,Repertorio
Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,innanzitutto culturale sotto l aspetto del rapporto con la societa che in questo caso e la popolazione detenenuta in quanto dovremmo imparare a conoscere perfettamente quali sono i nostri diritti e i nostri doveri,,VALUTAZIONE
Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,"secondo il mio parere e di avere un po' po' di spazi all interno di questo istituto e potere avere la possibilita di avere un contatto con la propria donna, come fanno da tempo in olanda",,OPINIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","possi_attivit…_lavora; possi_spazio_celle; possi_sale_comune_; 
possi_di_spazio per attivit…_ricreative","possi_attivit…_lavora; possi_spazio_celle; possi_sale_comune_; 
possi_di_spazio per attivit…_ricreative",DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","possi_attivit…_lavora; possi_spazio_celle; possi_sale_comune_; 
possi_di_spazio per attivit…_ricreative",,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",far fare qualcosa insistere per una partecip_scuola,,GENERALIZZAZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",far fare qualcosa insistere per una partecip_scuola,,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",persone civili esterne,,GIUDIZIO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","struttura_adeguata
personale_qualificat
personale_civile che opera dall' esterno
personale_medico (esterno)","struttura_adeguata
personale_qualificat",GIUDIZIO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","struttura_adeguata
personale_qualificat
personale_civile che opera dall' esterno
personale_medico (esterno)",,GIUDIZIO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","struttura_adeguata
personale_qualificat
personale_civile che opera dall' esterno
personale_medico (esterno)",,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","struttura_adeguata
personale_qualificat
personale_civile che opera dall' esterno
personale_medico (esterno)",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","formazione
supervisione
recupero psico-fisico","formazione
supervisione
recupero psico-fisico",SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","formazione
supervisione
recupero psico-fisico",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","formazione
supervisione
recupero psico-fisico",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","spazi_adeguati
numero_di_operatori
legami_mondo_esterno",,GIUDIZIO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","spazi_adeguati
numero_di_operatori
legami_mondo_esterno",,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","spazi_adeguati
numero_di_operatori
legami_mondo_esterno",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",nel normale,,NON RISPOSTA
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","la differenza per valutare se un istituto è migliore dell' altro secondo_me sta nell' opportunit… di offrire al_detenuto tutto_ci• che spetta (svaghi, palestre, salette, campo) e nel far rispettare al_detenuto il regolamento e la legge regolamento e la legge",,OPINIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","funzio_serviz_sanita;
possibilit… di accesso a corsi_formativi e culturali e all'attivit... Lavorativa;
presenza degli operatori del trattamento e loro efficacia",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","funzio_serviz_sanita;
possibilit… di accesso a corsi_formativi e culturali e all'attivit... Lavorativa;
presenza degli operatori del trattamento e loro efficacia",,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","funzio_serviz_sanita;
possibilit… di accesso a corsi_formativi e culturali e all'attivit... Lavorativa;
presenza degli operatori del trattamento e loro efficacia",,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","soddisfazione_utente, grado di motivazone_operatore, incidenza delle ricadute e recidive, numero reingressi,",,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",corsi_scolastici corsi_educativi,,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",il lavoro la religione lo studio i colloqui l'area educativa corsi_vari,,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",personale_ qualifica con dei corsi riguardando detenuti stranieri religione diversa dalla nostra e la loro cultura dei paesi d' origine,,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","person_area_educativ e polizia (competente e numericamente) 
lavoro_di_equipe presenza di attivit…_lavorative e formative
presenza di associazi_volontaria",,GIUDIZIO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","person_area_educativ e polizia (competente e numericamente) 
lavoro_di_equipe presenza di attivit…_lavorative e formative
presenza di associazi_volontaria",lavoro_di_equipe,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","person_area_educativ e polizia (competente e numericamente) 
lavoro_di_equipe presenza di attivit…_lavorative e formative
presenza di associazi_volontaria",presenza di attivit…_lavorative e formative,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","person_area_educativ e polizia (competente e numericamente) 
lavoro_di_equipe presenza di attivit…_lavorative e formative
presenza di associazi_volontaria",,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",possibilit…_di_lavoro comunque di attivit…in comune,possibilit…_di_lavoro comunque di attivit…in comune,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",possibilit…_di_lavoro comunque di attivit…in comune,,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","la percentuale di posti_di_lavoro in_relazione_alla sua capienza 
tempi in cui vengono sviluppate le richieste_dei_detenu
corsi_formativi che sono stati fatti per migliorare il livello di cultura dei detenuti",,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","la percentuale di posti_di_lavoro in_relazione_alla sua capienza 
tempi in cui vengono sviluppate le richieste_dei_detenu
corsi_formativi che sono stati fatti per migliorare il livello di cultura dei detenuti",,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","la percentuale di posti_di_lavoro in_relazione_alla sua capienza 
tempi in cui vengono sviluppate le richieste_dei_detenu
corsi_formativi che sono stati fatti per migliorare il livello di cultura dei detenuti",,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",la possi_lavorare; nessuno attivit… sportive in_comune_; organizzazione_inter generale,,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","la possibilit… di poter lavorare
presenza di_pi— personale per una maggiore sicurezza
pi— attivit… per tenere impegnati per maggior tempo i detenuti",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","la possibilit… di poter lavorare
presenza di_pi— personale per una maggiore sicurezza
pi— attivit… per tenere impegnati per maggior tempo i detenuti",,VALUTAZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","la possibilit… di poter lavorare
presenza di_pi— personale per una maggiore sicurezza
pi— attivit… per tenere impegnati per maggior tempo i detenuti",,VALUTAZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","lavoro corsi_professionali e scolastici modalit… di svolgimento dei colloqui con i familiari
trattamento_dignitos e rispetto_persona
possi_relazionarsi con operatori ed esperti",lavoro corsi_professionali e scolastici modalit… di svolgimento dei colloqui con i familiari,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","lavoro corsi_professionali e scolastici modalit… di svolgimento dei colloqui con i familiari
trattamento_dignitos e rispetto_persona
possi_relazionarsi con operatori ed esperti",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","lavoro corsi_professionali e scolastici modalit… di svolgimento dei colloqui con i familiari
trattamento_dignitos e rispetto_persona
possi_relazionarsi con operatori ed esperti",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","lavoro corsi_professionali e scolastici modalit… di svolgimento dei colloqui con i familiari
trattamento_dignitos e rispetto_persona
possi_relazionarsi con operatori ed esperti",,GIUDIZIO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","lavoro corsi_professionali e scolastici modalit… di svolgimento dei colloqui con i familiari
trattamento_dignitos e rispetto_persona
possi_relazionarsi con operatori ed esperti",,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","igiene
opportunit…_lavoro
scambi_cultur_divers","igiene
opportunit…_lavoro
scambi_cultur_divers",SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","igiene
opportunit…_lavoro
scambi_cultur_divers",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","igiene
opportunit…_lavoro
scambi_cultur_divers",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","attivit…_lavorative
attivit…_istruzione generali
attivit…_sportive","attivit…_lavorative
attivit…_istruzione generali
attivit…_sportive",SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","attivit…_lavorative
attivit…_istruzione generali
attivit…_sportive",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","attivit…_lavorative
attivit…_istruzione generali
attivit…_sportive",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","in_primis orario_di_lavoro
poi la non razionalit… del personale a livello_nazionale",,COMMENTO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","in_primis orario_di_lavoro
poi la non razionalit… del personale a livello_nazionale",,COMMENTO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","la sicurezza
l' igiene","la sicurezza
l' igiene",SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","la sicurezza
l' igiene",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","il lavoro all_interno dell' istituto
lo sport
lo studio
le attivit…_ricreative",,PRESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","il lavoro all_interno dell' istituto
lo sport
lo studio
le attivit…_ricreative","lo sport
lo studio
le attivit…_ricreative",SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","il lavoro all_interno dell' istituto
lo sport
lo studio
le attivit…_ricreative",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","il lavoro all_interno dell' istituto
lo sport
lo studio
le attivit…_ricreative",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","numero_assiste_socia
numero_educatori
numero_volontari
numero_di_detenuti
quantit…_lavoro","numero_assiste_socia
numero_educatori
numero_volontari
numero_di_detenuti",DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","numero_assiste_socia
numero_educatori
numero_volontari
numero_di_detenuti
quantit…_lavoro",,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","numero_assiste_socia
numero_educatori
numero_volontari
numero_di_detenuti
quantit…_lavoro",,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","numero_assiste_socia
numero_educatori
numero_volontari
numero_di_detenuti
quantit…_lavoro",,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","numero_assiste_socia
numero_educatori
numero_volontari
numero_di_detenuti
quantit…_lavoro",,GIUDIZIO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","eliminerei i momenti, a_mio_avviso, molto lunghi di ozio farei molti_corsi di apprendimento professionali, avviare i detenuti a lavorare.","eliminerei i momenti, a_mio_avviso, molto lunghi di ozio farei molti_corsi di apprendimento professionali, avviare i detenuti a lavorare.",OPINIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","eliminerei i momenti, a_mio_avviso, molto lunghi di ozio farei molti_corsi di apprendimento professionali, avviare i detenuti a lavorare.",,OPINIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","eliminerei i momenti, a_mio_avviso, molto lunghi di ozio farei molti_corsi di apprendimento professionali, avviare i detenuti a lavorare.",,OPINIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",istituti di pena (carceri nuovi complessi),,NON RISPOSTA
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","presenza di educatori assistenti_sociali e picologi;
disponibilit… delle cure_necessarie;
corsi_professionali;
possibilit_di_lavoro;
qualit… alberghiera.
agenti_motivati",,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","presenza di educatori assistenti_sociali e picologi;
disponibilit… delle cure_necessarie;
corsi_professionali;
possibilit_di_lavoro;
qualit… alberghiera.
agenti_motivati",,GIUDIZIO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","presenza di educatori assistenti_sociali e picologi;
disponibilit… delle cure_necessarie;
corsi_professionali;
possibilit_di_lavoro;
qualit… alberghiera.
agenti_motivati","corsi_professionali;
possibilit_di_lavoro;
qualit… alberghiera.",SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","presenza di educatori assistenti_sociali e picologi;
disponibilit… delle cure_necessarie;
corsi_professionali;
possibilit_di_lavoro;
qualit… alberghiera.
agenti_motivati",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","presenza di educatori assistenti_sociali e picologi;
disponibilit… delle cure_necessarie;
corsi_professionali;
possibilit_di_lavoro;
qualit… alberghiera.
agenti_motivati",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","presenza di educatori assistenti_sociali e picologi;
disponibilit… delle cure_necessarie;
corsi_professionali;
possibilit_di_lavoro;
qualit… alberghiera.
agenti_motivati",,GIUDIZIO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","lavoro, spazi all_aperto, attivit… con l' esterno",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","i criteri sono una struttura_nuova, partendo dalla_nascita dell' istituto (cioŠ dalla sua costruzione) con un progetto pi— definito per le sue opere da svolgere","i criteri sono una struttura_nuova, partendo dalla_nascita dell' istituto (cioŠ dalla sua costruzione) con un progetto pi— definito per le sue opere da svolgere",DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","i criteri sono una struttura_nuova, partendo dalla_nascita dell' istituto (cioŠ dalla sua costruzione) con un progetto pi— definito per le sue opere da svolgere",,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",migliorare_strutture,,GIUDIZIO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","servizi_per_detenuti (cucina, maggio, lavanderia, mof, religione, attivit… culturali)
presenza num_suff_operatori sia del comparto ministero che del comparto sicurezza",,DESCRIZIONE
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","servizi_per_detenuti (cucina, maggio, lavanderia, mof, religione, attivit… culturali)
presenza num_suff_operatori sia del comparto ministero che del comparto sicurezza",,GIUDIZIO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","la struttura
il personale
organizzazione","la struttura
il personale
organizzazione",SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","la struttura
il personale
organizzazione",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","la struttura
il personale
organizzazione",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","attivit…_lavorativa istruzione colloqui_sostegno con educatori, psicologi assistenza sanitaria rapporti con l'esterno",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","la sicurezza, la cooperazione tra i vari_organi ed il percorso giudiziario per i vari problemi",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?",scuola,,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","uno dei punti principali Š il luogo dove vivono questi signori, corsi di istruzione, attivit… di vario livello",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","rispetto_capienza
presenza di tutte le figure di operatori in_quantit… giusta
offerta di lavoro",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","rispetto_capienza
presenza di tutte le figure di operatori in_quantit… giusta
offerta di lavoro",,GIUDIZIO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","rispetto_capienza
presenza di tutte le figure di operatori in_quantit… giusta
offerta di lavoro",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","basterebbe avere la possibilit… di attuare quello che l' ordinamento prescrive separazione dei vari reclusi in_funzione_dei reati
attuabilit… dell' utopia del trattamento",basterebbe avere la possibilit… di attuare quello che l' ordinamento prescrive separazione dei vari reclusi in_funzione_dei reati,RIDIMENSIONAMENTO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","basterebbe avere la possibilit… di attuare quello che l' ordinamento prescrive separazione dei vari reclusi in_funzione_dei reati
attuabilit… dell' utopia del trattamento",,RIDIMENSIONAMENTO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","basterebbe avere la possibilit… di attuare quello che l' ordinamento prescrive separazione dei vari reclusi in_funzione_dei reati
attuabilit… dell' utopia del trattamento",,COMMENTO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","scuola lavoro
sert","scuola lavoro
sert",SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","scuola lavoro
sert",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","maggior numero_educatori in relazione_ai_detenut
maggior contatti_esterno
pi— lavoro da_offrire ai detenuti",,GIUDIZIO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","maggior numero_educatori in relazione_ai_detenut
maggior contatti_esterno
pi— lavoro da_offrire ai detenuti",,GIUDIZIO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","maggior numero_educatori in relazione_ai_detenut
maggior contatti_esterno
pi— lavoro da_offrire ai detenuti",,GIUDIZIO
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","sovraffollamento
numero_educatori, assistenti_sociali, psicologi, medici, infermieri
rispetto_regolamento
reiterazione_reato
corsi e lavori interni
capacit… di esecuzione pena all_esterno","sovraffollamento
numero_educatori, assistenti_sociali, psicologi, medici, infermieri
rispetto_regolamento
reiterazione_reato
corsi e lavori interni
capacit… di esecuzione pena all_esterno",SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","sovraffollamento
numero_educatori, assistenti_sociali, psicologi, medici, infermieri
rispetto_regolamento
reiterazione_reato
corsi e lavori interni
capacit… di esecuzione pena all_esterno",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","sovraffollamento
numero_educatori, assistenti_sociali, psicologi, medici, infermieri
rispetto_regolamento
reiterazione_reato
corsi e lavori interni
capacit… di esecuzione pena all_esterno",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","sovraffollamento
numero_educatori, assistenti_sociali, psicologi, medici, infermieri
rispetto_regolamento
reiterazione_reato
corsi e lavori interni
capacit… di esecuzione pena all_esterno",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","sovraffollamento
numero_educatori, assistenti_sociali, psicologi, medici, infermieri
rispetto_regolamento
reiterazione_reato
corsi e lavori interni
capacit… di esecuzione pena all_esterno",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","sovraffollamento
numero_educatori, assistenti_sociali, psicologi, medici, infermieri
rispetto_regolamento
reiterazione_reato
corsi e lavori interni
capacit… di esecuzione pena all_esterno",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","abitabilit…_struttur
garantire spazi_sufficienti alla privacy di ogni detenuto
spazi_vivibili e accettabili per i colloqui con i familiari
organiz_attivit_stud, tempo_libero, corsi_formazione eccetera eccetera eccetera",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","abitabilit…_struttur
garantire spazi_sufficienti alla privacy di ogni detenuto
spazi_vivibili e accettabili per i colloqui con i familiari
organiz_attivit_stud, tempo_libero, corsi_formazione eccetera eccetera eccetera","garantire spazi_sufficienti alla privacy di ogni detenuto
spazi_vivibili e accettabili per i colloqui con i familiari",SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","abitabilit…_struttur
garantire spazi_sufficienti alla privacy di ogni detenuto
spazi_vivibili e accettabili per i colloqui con i familiari
organiz_attivit_stud, tempo_libero, corsi_formazione eccetera eccetera eccetera",,SANCIRE LA REALTÀ
"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione?","abitabilit…_struttur
garantire spazi_sufficienti alla privacy di ogni detenuto
spazi_vivibili e accettabili per i colloqui con i familiari
organiz_attivit_stud, tempo_libero, corsi_formazione eccetera eccetera eccetera",,SANCIRE LA REALTÀ
